"nom","id_escalier","type_esc","nb_marche","rampe","etage","etage","transport","compatibilite_pmr","localisation"
"Opéra ",1704930,"EF",17,"OUI",-4,,,,"POINT (1651012.867895809 8185809.131123023)"
"Opéra ",1704926,"EF",7,"NON",-2,,,,"POINT (1651013.143242367 8185884.572872363)"
"Opéra ",1705001,"EF",6,"OUI",-2,,,,"POINT (1650930.5704130111 8185956.485674306)"
"Opéra ",1704967,"EF",4,"NON",-2,,,,"POINT (1650929.1131368433 8185954.059819486)"
"Opéra ",1704971,"EF",18,"OUI",0,,,,"POINT (1650902.7048257296 8185934.886578798)"
"Opéra ",1704981,"EM",0,"OUI",0,-1,"M","Non","POINT (1651048.6484000094 8185690.736700927)"
"Opéra ",1704960,"EF",20,"OUI",0,,,,"POINT (1651015.017171157 8185856.414029706)"
"Opéra ",1704987,"EF",21,"OUI",0,,,,"POINT (1651027.4656950005 8185811.7427878175)"
"Cambronne",1342468,"EM",0,"NON",2,2,"M","Non","POINT (1648838.4373000052 8183287.861200936)"
"Cambronne",1342465,"EM",0,"NON",2,2,"M","Non","POINT (1648833.87860001 8183277.692900934)"
"Cambronne",1342461,"EF",18,"OUI",1,,,,"POINT (1648811.193865439 8183299.891062971)"
"Cambronne",1342460,"EF",0,"NON",1,,,,"POINT (1648800.3846383404 8183301.983085575)"
"Cambronne",1342458,"EF",17,"OUI",1,,,,"POINT (1648805.3191042065 8183302.529430233)"
"Cambronne",1342469,"EF",0,"NON",1,,,,"POINT (1648806.7726665025 8183290.077987827)"
"Cambronne",1342463,"EF",17,"OUI",1,,,,"POINT (1648800.8729177634 8183292.700009079)"
"Cambronne",1342462,"EF",0,"OUI",1,,,,"POINT (1648798.0314573194 8183296.741580398)"
"Cambronne",1342467,"EF",16,"NON",1,,,,"POINT (1648795.2049341435 8183301.167986592)"
"Cambronne",1342466,"EF",0,"NON",1,,,,"POINT (1648797.8077130008 8183299.9953748295)"
"Cambronne",1342459,"EF",0,"NON",1,,,,"POINT (1648797.109576298 8183300.305077489)"
"Cambronne",1342464,"EF",16,"OUI",1,,,,"POINT (1648802.8913719463 8183297.685531564)"
"Bourg-la-Reine",1335460,"EF",0,"NON",0,,,,"POINT (1649449.929582786 8175863.688516669)"
"Bourg-la-Reine",1335459,"EF",39,"OUI",0,,,,"POINT (1649489.6968226726 8175796.9370519025)"
"Bourg-la-Reine",1335458,"EF",5,"NON",0,,,,"POINT (1649480.1297658244 8175775.3720028885)"
"Bourg-la-Reine",1335449,"EF",17,"OUI",0,,,,"POINT (1649496.12027251 8175781.488116067)"
"Bourg-la-Reine",1335448,"EF",5,"OUI",0,,,,"POINT (1649475.4089216974 8175771.06287624)"
"Bourg-la-Reine",1335447,"EF",16,"OUI",0,,,,"POINT (1649477.2766593588 8175775.940567934)"
"Bourg-la-Reine",1335433,"EF",,"OUI",0,,,,"POINT (1649451.848505934 8175863.112051614)"
"Bourg-la-Reine",1335432,"EF",5,"OUI",0,,,,"POINT (1649424.5445890334 8175790.2016907465)"
"Bourg-la-Reine",1335439,"EF",,"NON",0,,,,"POINT (1649439.892160998 8175746.656476789)"
"Bourg-la-Reine",1335438,"EF",3,"NON",0,,,,"POINT (1649491.8655627365 8175816.309790717)"
"Bourg-la-Reine",1335437,"EM",,"NON",0,,,,"POINT (1649452.058781105 8175779.926813263)"
"Bourg-la-Reine",1335436,"EM",,"NON",0,,,,"POINT (1649454.0753500098 8175785.037200961)"
"Bourg-la-Reine",1335453,"EF",16,"OUI",0,,,,"POINT (1649456.7242593858 8175777.051258273)"
"Bourg-la-Reine",1335452,"EF",17,"OUI",0,,,,"POINT (1649438.3019469467 8175796.111931155)"
"Bourg-la-Reine",1335451,"EF",16,"OUI",0,,,,"POINT (1649458.745691125 8175782.433220426)"
"Bourg-la-Reine",1335450,"EF",17,"OUI",0,,,,"POINT (1649435.769577315 8175791.528136921)"
"Bourg-la-Reine",1335446,"EF",8,"OUI",0,,,,"POINT (1649508.619974328 8175777.282267186)"
"Bourg-la-Reine",1335445,"EF",0,"OUI",0,,,,"POINT (1649489.2792040375 8175797.024020895)"
"Bourg-la-Reine",1335443,"EF",6,"OUI",0,,,,"POINT (1649434.9468990832 8175794.5153599875)"
"Torcy ",1858956,"EF",16,"OUI",-1,,,,"POINT (1674621.3164876492 8182224.563707869)"
"Torcy ",1858951,"EF",14,"OUI",-1,,,,"POINT (1674626.3157506192 8182225.461437317)"
"Plaisance",1725398,"EF",11,"OUI",-1,,,,"POINT (1649651.1620157133 8181532.589482385)"
"Plaisance",1725391,"EF",9,"OUI",-1,,,,"POINT (1649655.1213158446 8181534.2240912905)"
"Bourg-la-Reine",1335442,"EF",,"NON",0,,,,"POINT (1649494.9542771624 8175854.411332128)"
"Bourg-la-Reine",1335457,"EF",6,"NON",0,,,,"POINT (1649419.7438617067 8175640.715653014)"
"Bourg-la-Reine",1335454,"EF",0,"NON",0,,,,"POINT (1649483.8807529965 8175799.900949019)"
"Bourg-la-Reine",1335434,"EF",,"OUI",0,,,,"POINT (1649459.589943362 8175784.68038012)"
"Bourg-la-Reine",1335456,"EF",0,"NON",0,,,,"POINT (1649445.4036444214 8175745.566735932)"
"Bourg-la-Reine",1335455,"EF",5,"NON",0,,,,"POINT (1649420.9547384968 8175672.6277498705)"
"Bourg-la-Reine",1335435,"EF",,"OUI",0,,,,"POINT (1649439.4993853318 8175799.495611123)"
"Bourg-la-Reine",1335444,"EF",7,"NON",0,,,,"POINT (1649356.9951656 8175703.594640011)"
"Bourg-la-Reine",1335461,"EF",6,"NON",0,,,,"POINT (1649367.817874934 8175699.524161062)"
"Bourg-la-Reine",1335441,"EM",,"NON",0,,,,"POINT (1649455.9287479569 8175791.332581442)"
"Bourg-la-Reine",1335440,"EM",,"NON",0,,,,"POINT (1649456.5422193897 8175791.096893767)"
"Plaisance",1725394,"EF",20,"OUI",-1,,,,"POINT (1649662.078160368 8181519.975221856)"
"Plaisance",1725393,"EF",0,"OUI",-1,,,,"POINT (1649665.0197854459 8181522.300031957)"
"Plaisance",1725388,"EF",0,"OUI",-1,,,,"POINT (1649664.0787636118 8181521.5553689925)"
"Plaisance",1725397,"EF",7,"OUI",-1,,,,"POINT (1649663.9133457928 8181513.201429771)"
"Plaisance",1725392,"EF",5,"OUI",-1,,,,"POINT (1649671.4106518538 8181523.018344338)"
"Plaisance",1725396,"EF",20,"OUI",0,,,,"POINT (1649669.6763753803 8181511.258599515)"
"Plaisance",1725395,"EF",23,"OUI",0,,,,"POINT (1649639.5431845388 8181536.905575437)"
"Plaisance",1725399,"EF",22,"OUI",0,,,,"POINT (1649630.2195969217 8181525.750242581)"
"Plaisance",1725390,"EF",22,"OUI",0,,,,"POINT (1649677.7197897502 8181523.464199017)"
"Plaisance",1725387,"EM",,"NON",0,,,,"POINT (1649603.4607323685 8181503.036454027)"
"Plaisance",1725389,"EM",0,"OUI",0,-2,"M","Non","POINT (1649596.462300011 8181504.7928009415)"
"Pelleport",1713801,"EF",13,"OUI",-5,,,,"POINT (1656087.535612109 8185535.410896684)"
"Pelleport",1713791,"EF",12,"OUI",-5,,,,"POINT (1656085.2895246765 8185531.01405032)"
"Pierre et Marie Curie",100120043,"EF",23,"OUI",0,,,,"POINT (1654242.00135079 8179719.568635971)"
"Pelleport",1713796,"EF",12,"OUI",-5,,,,"POINT (1656096.082901474 8185525.422448359)"
"Pelleport",1713792,"EF",13,"OUI",-5,,,,"POINT (1656097.6707218462 8185528.893838087)"
"Torcy ",1858957,"EF",12,"OUI",-1,,,,"POINT (1674623.6342425193 8182238.660741777)"
"Torcy ",1858948,"EM",0,"OUI",-1,1,"R","Non","POINT (1674622.2844000054 8182240.364100939)"
"Torcy ",1858946,"EF",11,"OUI",-1,,,,"POINT (1674628.1161386673 8182239.45866063)"
"Torcy ",1858955,"EF",13,"OUI",-1,,,,"POINT (1674640.3830629718 8182209.127238149)"
"Pierre et Marie Curie",100120046,"EF",15,"OUI",0,,,,"POINT (1654287.5752634977 8179703.252891056)"
"Torcy ",1858949,"EF",0,"OUI",0,,,,"POINT (1674646.7798998156 8182210.24007825)"
"Torcy ",1858960,"EF",0,"OUI",0,,,,"POINT (1674673.448499756 8182216.160658787)"
"Torcy ",1858959,"EF",19,"OUI",0,,,,"POINT (1674665.9490107568 8182201.2528214175)"
"Torcy ",1858958,"EF",0,"NON",0,,,,"POINT (1674641.0795481845 8182209.175526088)"
"Torcy ",1858953,"EF",0,"OUI",0,,,,"POINT (1674660.4348211444 8182191.415578052)"
"Torcy ",1858952,"EF",0,"OUI",0,,,,"POINT (1674660.146969232 8182191.190428739)"
"Torcy ",1858947,"EF",10,"OUI",0,,,,"POINT (1674674.8464437188 8182216.12279804)"
"Torcy ",1858945,"EF",0,"NON",0,,,,"POINT (1674651.6859492175 8182205.834415639)"
"Villejuif Paul Vaillant-Couturier",1872808,"EM",0,"NON",0,-2,"M","Non","POINT (1653580.807600007 8177550.679600952)"
"Mairie d'Ivry",1620915,"EM",0,"NON",-2,-1,"M","Non","POINT (1654728.8770000043 8179153.351400946)"
"Mairie d'Ivry",1620913,"EF",0,"NON",-1,,,,"POINT (1654731.8690604032 8179158.460492567)"
"Mairie d'Ivry",1620911,"EF",20,"OUI",-1,,,,"POINT (1654819.9627842421 8179074.312655201)"
"Mairie d'Ivry",1620924,"EF",0,"OUI",-1,,,,"POINT (1654748.3278872177 8179158.897628151)"
"Mairie d'Ivry",1620920,"EF",8,"NON",-1,,,,"POINT (1654745.6049568832 8179190.870992157)"
"Mairie d'Ivry",1620919,"EF",0,"NON",-1,,,,"POINT (1654728.2305615058 8179200.188197833)"
"Mairie d'Ivry",1620918,"EF",0,"OUI",-2,,,,"POINT (1654748.9887243256 8179159.392827135)"
"Mairie d'Ivry",1620917,"EF",0,"OUI",-2,,,,"POINT (1654748.5999399975 8179157.661922914)"
"Mairie d'Ivry",1620921,"EF",16,"NON",-1,,,,"POINT (1654845.7636780497 8179073.504378373)"
"Mairie d'Ivry",1620914,"EF",23,"OUI",-1,,,,"POINT (1654716.9648076883 8179203.85301137)"
"Mairie d'Ivry",1620923,"EF",17,"OUI",-1,,,,"POINT (1654761.537048329 8179173.871493162)"
"Mairie d'Ivry",1620916,"EM",0,"NON",-1,-1,"M","Non","POINT (1654773.299200006 8179162.141600948)"
"Mairie d'Ivry",1620912,"EM",0,"OUI",-1,-1,"M","Non","POINT (1654763.9949000108 8179173.801800949)"
"Mairie d'Ivry",1620922,"EF",18,"OUI",-1,,,,"POINT (1654728.3571214066 8179207.646318815)"
"Buttes Chaumont",1340993,"EF",15,"OUI",-7,,,,"POINT (1654629.750331769 8186643.359014807)"
"Buttes Chaumont",1340978,"EF",14,"OUI",-7,,,,"POINT (1654627.6337323827 8186641.972932243)"
"Buttes Chaumont",1340996,"EF",15,"NON",-7,,,,"POINT (1654618.5693260755 8186666.901097666)"
"Buttes Chaumont",1340980,"EF",15,"OUI",-7,,,,"POINT (1654617.4567021125 8186660.834686973)"
"Buttes Chaumont",1340995,"EF",21,"OUI",-4,,,,"POINT (1654637.672333836 8186655.329612937)"
"Buttes Chaumont",1340988,"EF",24,"OUI",-4,,,,"POINT (1654638.9750315552 8186664.9686956275)"
"Buttes Chaumont",1340987,"EF",0,"OUI",-4,,,,"POINT (1654631.8642407611 8186650.503534574)"
"Buttes Chaumont",1340986,"EF",0,"OUI",-4,,,,"POINT (1654643.4623622561 8186660.140831095)"
"Buttes Chaumont",1340991,"EF",24,"OUI",-4,,,,"POINT (1654631.3525541888 8186660.305895295)"
"Buttes Chaumont",1340983,"EF",0,"OUI",-1,,,,"POINT (1654615.8845574716 8186639.707208172)"
"Buttes Chaumont",1340982,"EF",0,"OUI",-1,,,,"POINT (1654616.158750826 8186639.045954547)"
"Buttes Chaumont",1340981,"EF",0,"OUI",-1,,,,"POINT (1654615.8855529851 8186639.704704956)"
"Buttes Chaumont",1340977,"EF",0,"OUI",-1,,,,"POINT (1654615.8906347584 8186639.718128757)"
"Buttes Chaumont",1340975,"EF",,"OUI",-1,,,,"POINT (1654615.29417348 8186640.351914811)"
"Buttes Chaumont",1340979,"EF",0,"OUI",-1,,,,"POINT (1654615.899204387 8186639.689505417)"
"Buttes Chaumont",1340992,"EF",19,"OUI",-6,,,,"POINT (1654625.3514296885 8186671.237528626)"
"Buttes Chaumont",1340984,"EF",19,"OUI",-6,,,,"POINT (1654631.2337530127 8186674.803796574)"
"Buttes Chaumont",1340994,"EF",13,"NON",-6,,,,"POINT (1654636.3419477048 8186649.276624237)"
"Buttes Chaumont",1340989,"EF",12,"OUI",-6,,,,"POINT (1654640.517000213 8186651.814928518)"
"Buttes Chaumont",1340976,"EF",13,"NON",-6,,,,"POINT (1654646.9498414656 8186655.725866911)"
"Buttes Chaumont",1340985,"EF",5,"OUI",-1,,,,"POINT (1654619.6545712242 8186648.140241105)"
"Buttes Chaumont",1340990,"EF",25,"OUI",0,,,,"POINT (1654623.7762215068 8186632.442030235)"
"Le Vésinet - Centre",1578485,"EF",0,"OUI",-2,,,,"POINT (1636558.9181168587 8188120.651233267)"
"Le Vésinet - Centre",1578483,"EF",0,"OUI",-2,,,,"POINT (1636565.3741922735 8188117.488727756)"
"Le Vésinet - Centre",1578484,"EF",0,"OUI",0,,,,"POINT (1636563.4377683443 8188152.077756198)"
"Le Vésinet - Centre",1578482,"EF",0,"OUI",0,,,,"POINT (1636565.2399185824 8188145.753737987)"
"Le Vésinet - Centre",1578479,"EF",,"NON",0,,,,"POINT (1636625.8230482868 8188092.552903511)"
"Le Vésinet - Centre",1578478,"EF",,"NON",0,,,,"POINT (1636422.3840424905 8188191.265549089)"
"Le Vésinet - Centre",1578481,"EF",,"NON",0,,,,"POINT (1636427.4647839419 8188201.739095993)"
"Le Vésinet - Centre",1578480,"EF",,"NON",0,,,,"POINT (1636630.9750366556 8188103.248508736)"
"Orsay Ville",1706525,"EF",7,"OUI",0,,,,"POINT (1639792.2172127708 8166688.979987027)"
"Orsay Ville",1706550,"EF",12,"NON",0,,,,"POINT (1639828.2153557462 8166688.613261545)"
"Orsay Ville",1706538,"EF",32,"OUI",0,,,,"POINT (1639798.7639585733 8166691.392641396)"
"Orsay Ville",1706532,"EF",14,"OUI",0,,,,"POINT (1639800.7517608663 8166692.182588734)"
"Orsay Ville",1706549,"EF",7,"NON",0,,,,"POINT (1639826.6535689067 8166689.29823523)"
"Orsay Ville",1706546,"EF",6,"NON",0,,,,"POINT (1639798.5483303422 8166692.290043291)"
"Orsay Ville",1706543,"EF",16,"OUI",0,,,,"POINT (1639801.7211751807 8166693.654456638)"
"Orsay Ville",1706541,"EF",6,"NON",0,,,,"POINT (1639818.4045470706 8166695.420216738)"
"Orsay Ville",1706540,"EF",19,"NON",0,,,,"POINT (1639789.0031228901 8166691.784839427)"
"Orsay Ville",1706526,"EF",,"NON",0,,,,"POINT (1639788.53681248 8166693.782303718)"
"Orsay Ville",1706534,"EF",17,"OUI",-1,,,,"POINT (1639781.7888545594 8166711.191427479)"
"Orsay Ville",1706542,"EF",10,"OUI",-1,,,,"POINT (1639785.8613750138 8166712.157702442)"
"Orsay Ville",1706554,"EF",0,"OUI",-1,,,,"POINT (1639528.4638436825 8166637.595524105)"
"Orsay Ville",1706551,"EF",0,"OUI",-1,,,,"POINT (1639534.1296665983 8166638.946677652)"
"Orsay Ville",1706539,"EF",0,"NON",-1,,,,"POINT (1639531.4218172699 8166650.312391667)"
"Orsay Ville",1706545,"EF",0,"NON",-1,,,,"POINT (1639525.741795676 8166648.952014632)"
"Orsay Ville",1706527,"EF",,"NON",0,,,,"POINT (1639540.6708525578 8166637.986112076)"
"Orsay Ville",1706548,"EF",0,"NON",0,,,,"POINT (1639793.4973593317 8166710.405813767)"
"Orsay Ville",1706530,"EF",,"NON",0,,,,"POINT (1639534.2986564294 8166648.826402035)"
"Orsay Ville",1706528,"EF",,"OUI",0,,,,"POINT (1639779.4545000116 8166710.633850981)"
"Orsay Ville",1706536,"EF",0,"OUI",0,,,,"POINT (1639786.2925207617 8166713.067485888)"
"Orsay Ville",1706544,"EF",0,"OUI",0,,,,"POINT (1639516.2683958944 8166665.793979184)"
"Orsay Ville",1706552,"EF",0,"OUI",0,,,,"POINT (1639810.7935398538 8166700.306613728)"
"Orsay Ville",1706537,"EF",22,"OUI",0,,,,"POINT (1639811.5082937093 8166697.308734926)"
"Les Gobelins",1585445,"EF",21,"OUI",-1,,,,"POINT (1652493.1304208692 8181865.956059213)"
"Les Gobelins",1585435,"EF",18,"OUI",-1,,,,"POINT (1652512.102481309 8181879.766066745)"
"Les Gobelins",1585434,"EM",,"NON",-1,,,,"POINT (1652471.2329000079 8181912.564600939)"
"Les Gobelins",1585449,"EM",0,"NON",-1,-1,"M","Non","POINT (1652469.067400009 8181917.875200939)"
"Les Gobelins",1585446,"EF",13,"OUI",-2,,,,"POINT (1652497.777125749 8181904.921696753)"
"Les Gobelins",1585443,"EF",13,"OUI",-2,,,,"POINT (1652500.1625773539 8181899.653443779)"
"Les Gobelins",1585444,"EF",13,"OUI",-2,,,,"POINT (1652486.6657681698 8181900.1333937505)"
"Les Gobelins",1585439,"EF",13,"OUI",-2,,,,"POINT (1652488.6372580752 8181895.7957639005)"
"Les Gobelins",1585440,"EF",17,"OUI",-2,,,,"POINT (1652441.146545332 8181980.338985503)"
"Les Gobelins",1585438,"EF",6,"OUI",-2,,,,"POINT (1652452.492550039 8182010.377632114)"
"Les Gobelins",1585442,"EF",11,"OUI",-2,,,,"POINT (1652452.2538207616 8182006.723996546)"
"Les Gobelins",1585450,"EF",18,"OUI",-1,,,,"POINT (1652454.7157153115 8181957.898904108)"
"Les Gobelins",1585441,"EF",18,"OUI",-1,,,,"POINT (1652475.8507684183 8181967.639864594)"
"Sceaux",1840264,"EF",0,"NON",1,,,,"POINT (1648355.1774294495 8175938.598508019)"
"Sceaux",1840254,"EM",,"NON",1,,,,"POINT (1648348.1912500088 8175940.617450956)"
"Sceaux",1840253,"EM",,"NON",1,,,,"POINT (1648355.2194145618 8175938.567983527)"
"Sceaux",1840257,"EF",0,"NON",1,,,,"POINT (1648348.194247132 8175940.633737472)"
"Sceaux",1840270,"EF",0,"NON",0,,,,"POINT (1648346.7203330656 8175937.414412938)"
"Sceaux",1840267,"EF",0,"NON",0,,,,"POINT (1648343.9211533875 8175937.264980581)"
"Sceaux",1840261,"EF",0,"NON",0,,,,"POINT (1648348.2957058246 8175936.622928816)"
"Sceaux",1840258,"EF",0,"NON",0,,,,"POINT (1648357.3939996916 8175933.917181968)"
"Sceaux",1840252,"EF",,"NON",-1,,,,"POINT (1648379.3961419044 8175919.75684745)"
"Sceaux",1840260,"EF",0,"NON",-1,,,,"POINT (1648359.2565405 8175931.810880745)"
"Sceaux",1840259,"EF",0,"OUI",-1,,,,"POINT (1648359.6482921285 8175928.824555899)"
"Sceaux",1840269,"EF",0,"OUI",-1,,,,"POINT (1648356.4914967348 8175928.095228007)"
"Sceaux",1840268,"EF",0,"NON",-1,,,,"POINT (1648311.758902704 8175973.742300326)"
"Sceaux",1840265,"EF",0,"NON",-1,,,,"POINT (1648514.8529246633 8175876.736267513)"
"Sceaux",1840262,"EF",0,"NON",-1,,,,"POINT (1648369.232261184 8175929.23668458)"
"Sceaux",1840256,"EF",,"NON",-1,,,,"POINT (1648349.2449907863 8175941.451683774)"
"Sceaux",1840266,"EF",0,"NON",-1,,,,"POINT (1648317.6472026894 8175981.598413447)"
"Sceaux",1840255,"EF",,"NON",-1,,,,"POINT (1648357.0270334266 8175953.209147503)"
"Sceaux",1840263,"EF",12,"NON",0,,,,"POINT (1648362.3091832795 8175958.713094114)"
"Porte Maillot",1770795,"EF",16,"OUI",-2,,,,"POINT (1647496.3899376893 8186589.409069148)"
"Porte Maillot",1770784,"EM",0,"OUI",-2,-1,"M","Non","POINT (1647506.6943000122 8186581.160500928)"
"Porte Maillot",1770775,"EF",16,"OUI",-2,,,,"POINT (1647491.6868839622 8186591.717419947)"
"Porte Maillot",1770786,"EF",16,"OUI",-2,,,,"POINT (1647502.5608448135 8186586.3513859)"
"Porte Maillot",1770794,"EF",17,"OUI",-2,,,,"POINT (1647420.7258362873 8186648.464556144)"
"Porte Maillot",1770770,"EF",19,"OUI",-2,,,,"POINT (1647413.3326043533 8186643.681951608)"
"Porte Maillot",1770756,"EF",14,"OUI",-2,,,,"POINT (1647405.7066207065 8186618.944169077)"
"Porte Maillot",1770788,"EF",18,"OUI",-2,,,,"POINT (1647404.3759435222 8186625.791509872)"
"Porte Maillot",1770767,"EF",0,"OUI",-3,,,,"POINT (1647397.4362883726 8186667.474078388)"
"Porte Maillot",1770757,"EF",19,"OUI",-2,,,,"POINT (1647388.9647816774 8186649.593370658)"
"Porte Maillot",1770790,"EF",0,"OUI",-2,,,,"POINT (1647374.3736641447 8186635.452987321)"
"Porte Maillot",1770754,"EF",14,"NON",-2,,,,"POINT (1647378.8168858124 8186623.825965513)"
"Porte Maillot",1770748,"EF",19,"OUI",-2,,,,"POINT (1647376.924059161 8186634.185817817)"
"Porte Maillot",1770798,"EF",19,"OUI",-3,,,,"POINT (1647190.8569493513 8186733.729254432)"
"Porte Maillot",1770792,"EF",18,"OUI",-3,,,,"POINT (1647196.7127079258 8186730.841577073)"
"Porte Maillot",1770774,"EM",0,"NON",-3,-2,"M","Non","POINT (1647189.589100012 8186737.093500925)"
"Porte Maillot",1770803,"EM",0,"OUI",-3,-2,"M","Non","POINT (1647200.0291000097 8186762.020300927)"
"Porte Maillot",1770789,"EF",19,"OUI",-3,,,,"POINT (1647201.3425743873 8186758.675534014)"
"Porte Maillot",1770760,"EF",18,"OUI",-3,,,,"POINT (1647207.2513999261 8186755.731516373)"
"Porte Maillot",1770804,"EF",8,"OUI",-1,,,,"POINT (1647514.7815978616 8186574.723916652)"
"Porte Maillot",1770764,"EF",6,"OUI",-1,,,,"POINT (1647549.3974024376 8186593.647795125)"
"Porte Maillot",1770766,"EM",0,"NON",-1,,,,"POINT (1647415.7407023178 8186660.6060350295)"
"Porte Maillot",1770776,"EM",0,"NON",-1,,,,"POINT (1647413.4815894386 8186659.032671475)"
"Porte Maillot",1770779,"EF",19,"OUI",0,,,,"POINT (1647501.199745325 8186573.5918620685)"
"Porte Maillot",1770761,"EF",19,"OUI",0,,,,"POINT (1647423.9748232677 8186666.7992043905)"
"Porte Maillot",1770778,"EF",25,"OUI",0,,,,"POINT (1647193.3896373564 8186724.5156672215)"
"Porte Maillot",1770773,"EF",24,"OUI",0,,,,"POINT (1647210.813893149 8186759.917635712)"
"Porte Maillot",1770780,"EF",18,"OUI",0,,,,"POINT (1647517.4871276196 8186606.832802184)"
"Porte Maillot",1770797,"EF",13,"NON",0,,,,"POINT (1647438.0505628784 8186670.807095552)"
"Réaumur - Sébastopol",1782707,"EF",17,"OUI",-3,,,,"POINT (1652465.8418864277 8185351.84671379)"
"Réaumur - Sébastopol",1782736,"EF",25,"OUI",-3,,,,"POINT (1652499.943320006 8185322.665533869)"
"Réaumur - Sébastopol",1782735,"EF",7,"OUI",-3,,,,"POINT (1652505.545664557 8185331.402707987)"
"Réaumur - Sébastopol",1782717,"EF",0,"NON",-3,,,,"POINT (1652477.3520922798 8185327.493992872)"
"Réaumur - Sébastopol",1782695,"EF",10,"OUI",-3,,,,"POINT (1652533.627511267 8185409.981698568)"
"Réaumur - Sébastopol",1782682,"EF",18,"OUI",-3,,,,"POINT (1652534.2633896158 8185402.710147647)"
"Réaumur - Sébastopol",1782730,"EF",16,"OUI",-2,,,,"POINT (1652482.7058742195 8185376.0680415435)"
"Réaumur - Sébastopol",1782732,"EF",0,"OUI",-3,,,,"POINT (1652502.015981946 8185425.493862141)"
"Réaumur - Sébastopol",1782685,"EF",0,"OUI",-3,,,,"POINT (1652498.0923953643 8185414.571641338)"
"Réaumur - Sébastopol",1782710,"EF",10,"OUI",-3,,,,"POINT (1652495.5397828638 8185346.409607832)"
"Réaumur - Sébastopol",1782703,"EF",0,"OUI",-3,,,,"POINT (1652504.4192014553 8185337.6903656665)"
"Réaumur - Sébastopol",1782737,"EF",10,"OUI",-3,,,,"POINT (1652458.7046326797 8185330.959450079)"
"Réaumur - Sébastopol",1782733,"EF",15,"OUI",-3,,,,"POINT (1652370.8984176754 8185363.658847876)"
"Réaumur - Sébastopol",1782727,"EF",16,"OUI",-3,,,,"POINT (1652377.0105432444 8185361.652696962)"
"Réaumur - Sébastopol",1782705,"EF",10,"OUI",-3,,,,"POINT (1652383.1771603324 8185362.31972266)"
"Réaumur - Sébastopol",1782720,"EF",11,"OUI",-3,,,,"POINT (1652372.67644855 8185365.838085591)"
"Réaumur - Sébastopol",1782719,"EF",10,"OUI",-3,,,,"POINT (1652386.063318275 8185372.634638051)"
"Réaumur - Sébastopol",1782686,"EF",16,"OUI",-3,,,,"POINT (1652381.8477517318 8185373.20199718)"
"Réaumur - Sébastopol",1782729,"EF",8,"OUI",-4,,,,"POINT (1652462.9239477713 8185329.100482145)"
"Réaumur - Sébastopol",1782709,"EF",17,"OUI",-4,,,,"POINT (1652458.3607556194 8185331.642065006)"
"Réaumur - Sébastopol",1782702,"EF",22,"OUI",-3,,,,"POINT (1652482.4849870524 8185375.484374705)"
"Réaumur - Sébastopol",1782692,"EM",0,"NON",-2,,,,"POINT (1652484.9452941893 8185394.449378332)"
"Réaumur - Sébastopol",1782697,"EM",0,"NON",-2,,,,"POINT (1652482.444463408 8185387.424105125)"
"Réaumur - Sébastopol",1782711,"EF",5,"OUI",-1,,,,"POINT (1652485.469402351 8185325.240881443)"
"Réaumur - Sébastopol",1782699,"EF",5,"OUI",-2,,,,"POINT (1652554.4441194606 8185445.9991936)"
"Réaumur - Sébastopol",1782690,"EF",0,"NON",-1,,,,"POINT (1652472.1864328242 8185331.4425970325)"
"Réaumur - Sébastopol",1782734,"EF",0,"OUI",-2,,,,"POINT (1652467.8356154528 8185353.436135978)"
"Réaumur - Sébastopol",1782731,"EF",0,"OUI",-2,,,,"POINT (1652459.3737903568 8185329.619096336)"
"Réaumur - Sébastopol",1782722,"EF",8,"OUI",-2,,,,"POINT (1652462.9323994787 8185329.104965796)"
"Réaumur - Sébastopol",1782704,"EF",17,"OUI",-2,,,,"POINT (1652472.1419966707 8185338.172719332)"
"Réaumur - Sébastopol",1782701,"EF",8,"OUI",-2,,,,"POINT (1652469.2047196156 8185342.72044252)"
"Réaumur - Sébastopol",1782708,"EF",8,"OUI",-2,,,,"POINT (1652467.060951528 8185336.116883633)"
"Réaumur - Sébastopol",1782728,"EF",17,"OUI",-1,,,,"POINT (1652495.9154236827 8185345.072602705)"
"Réaumur - Sébastopol",1782683,"EF",15,"OUI",-2,,,,"POINT (1652518.308887449 8185420.867795249)"
"Réaumur - Sébastopol",1782688,"EF",14,"OUI",-2,,,,"POINT (1652543.8428119372 8185438.109651672)"
"Réaumur - Sébastopol",1782716,"EF",18,"OUI",-2,,,,"POINT (1652531.0676799167 8185438.552997171)"
"Réaumur - Sébastopol",1782706,"EF",5,"OUI",-2,,,,"POINT (1652543.3426848794 8185445.037224375)"
"Réaumur - Sébastopol",1782726,"EF",10,"NON",-2,,,,"POINT (1652506.855821004 8185343.464783114)"
"Réaumur - Sébastopol",1782700,"EF",4,"NON",-2,,,,"POINT (1652509.2613814578 8185347.642309032)"
"Réaumur - Sébastopol",1782691,"EF",7,"NON",-2,,,,"POINT (1652510.48661876 8185348.109411257)"
"Réaumur - Sébastopol",1782687,"EF",17,"OUI",-2,,,,"POINT (1652506.021518918 8185341.269806405)"
"Réaumur - Sébastopol",1782723,"EF",18,"NON",0,,,,"POINT (1652365.7213950045 8185365.396157253)"
"Réaumur - Sébastopol",1782681,"EF",18,"OUI",0,,,,"POINT (1652478.573249512 8185365.074281527)"
