"nom","id_escalier","type_esc","nb_marche","rampe","etage","etage","transport","compatibilite_pmr","localisation"
"Aimé Césaire",1261627,"EM",,"OUI",-2,,,,"POINT (1654364.6742213287 8189934.897022776)"
"Aimé Césaire",1261628,"EM",,"OUI",-2,,,,"POINT (1654365.3977500065 8189934.625500915)"
"Aimé Césaire",1261667,"EF",0,"NON",-4,,,,"POINT (1654375.2845382662 8189939.784134469)"
"Aimé Césaire",1261655,"EF",23,"NON",-3,,,,"POINT (1654386.699228263 8190004.99949695)"
"Aimé Césaire",1261654,"EF",23,"NON",-3,,,,"POINT (1654387.3922212657 8190006.244849203)"
"Aimé Césaire",1261678,"EF",0,"NON",-4,,,,"POINT (1654399.9926892647 8190004.724187359)"
"Aimé Césaire",1261671,"EM",0,"NON",-4,-3,"M","Non","POINT (1654393.816500008 8189986.247900918)"
"Aimé Césaire",1261659,"EF",0,"NON",-4,,,,"POINT (1654379.9923055598 8189951.823914092)"
"Aimé Césaire",1261637,"EM",0,"NON",-4,-3,"M","Non","POINT (1654388.4327000082 8189972.553900916)"
"Aimé Césaire",1261682,"EM",0,"NON",-4,-3,"M","Non","POINT (1654374.090200007 8189978.441500916)"
"Aimé Césaire",1261672,"EM",0,"NON",-4,-3,"M","Non","POINT (1654379.9145000055 8189991.946400918)"
"Aimé Césaire",1261660,"EF",0,"NON",-4,,,,"POINT (1654365.55920317 8189957.744805716)"
"Aimé Césaire",1261647,"EF",0,"NON",-4,,,,"POINT (1654388.9123869694 8190009.25941755)"
"Aimé Césaire",1261653,"EF",9,"NON",-3,,,,"POINT (1654368.3561354175 8189964.390548284)"
"Aimé Césaire",1261634,"EF",23,"NON",-3,,,,"POINT (1654367.3760993804 8189962.188912655)"
"Aimé Césaire",1261644,"EF",23,"NON",-3,,,,"POINT (1654381.8219495746 8189956.288023615)"
"Aimé Césaire",1261636,"EF",23,"NON",-3,,,,"POINT (1654381.1688698737 8189954.694594009)"
"Aimé Césaire",1261656,"EF",23,"NON",-3,,,,"POINT (1654398.4783787886 8190000.171998247)"
"Aimé Césaire",1261646,"EF",9,"NON",-3,,,,"POINT (1654397.6253633427 8189997.607669971)"
"Aimé Césaire",1261675,"EF",21,"OUI",0,,,,"POINT (1654425.04719805 8190036.518616534)"
"Aimé Césaire",1261662,"EF",21,"OUI",0,,,,"POINT (1654419.105122295 8190034.549010027)"
"Aimé Césaire",1261658,"EM",0,"NON",0,0,"M","Non","POINT (1654427.3154000044 8190040.8536009155)"
"Aimé Césaire",1261650,"EF",21,"OUI",0,,,,"POINT (1654431.7391978418 8190038.73656345)"
"Aimé Césaire",1261638,"EM",0,"NON",0,0,"M","Non","POINT (1654429.3677000105 8190034.4496009145)"
"Aimé Césaire",1261632,"EM",,"NON",0,,,,"POINT (1654432.1310479313 8190042.617157212)"
"Aimé Césaire",1261631,"EM",,"NON",0,,,,"POINT (1654434.3123500082 8190036.050000916)"
"Aimé Césaire",1261630,"EM",,"NON",0,,,,"POINT (1654432.194452143 8190042.427532808)"
"Aimé Césaire",1261677,"EF",10,"OUI",0,,,,"POINT (1654359.0181717258 8189924.36024462)"
"Aimé Césaire",1261635,"EF",25,"OUI",0,,,,"POINT (1654357.546658195 8189920.772060569)"
"Télégraphe",1854849,"EF",19,"OUI",-1,,,,"POINT (1655921.4502918709 8186284.290371236)"
"Télégraphe",1854837,"EM",0,"NON",-1,,,,"POINT (1655914.9793780192 8186287.40914038)"
"Télégraphe",1854836,"EF",19,"OUI",-1,,,,"POINT (1655921.8957504248 8186271.260807007)"
"Télégraphe",1854832,"EM",0,"OUI",-1,,,,"POINT (1655917.3180374915 8186287.497268966)"
"Télégraphe",1854827,"EM",,"OUI",-1,,,,"POINT (1655915.5097500077 8186306.959850925)"
"Télégraphe",1854826,"EM",,"NON",-1,,,,"POINT (1655916.8194162028 8186268.328676773)"
"Télégraphe",1854844,"EF",19,"OUI",-1,,,,"POINT (1655921.659972963 8186278.165235147)"
"Télégraphe",1854853,"EF",21,"OUI",-1,,,,"POINT (1655923.2010626425 8186306.344431029)"
"Télégraphe",1854838,"EF",19,"OUI",-1,,,,"POINT (1655921.2391267978 8186290.601970895)"
"Télégraphe",1854828,"EF",,"NON",-1,,,,"POINT (1655921.8282506666 8186260.987834582)"
"Télégraphe",1854823,"EF",,"OUI",-1,,,,"POINT (1655923.4060938489 8186310.167561278)"
"Télégraphe",1854854,"EF",21,"OUI",-1,,,,"POINT (1655922.3775184106 8186298.905840168)"
"Télégraphe",1854834,"EF",20,"OUI",-2,,,,"POINT (1655920.4077828114 8186335.80789711)"
"Télégraphe",1854825,"EF",,"OUI",-2,,,,"POINT (1655923.3996115841 8186336.083528668)"
"Télégraphe",1854824,"EF",,"OUI",-2,,,,"POINT (1655922.6040207203 8186320.952814245)"
"Télégraphe",1854841,"EF",20,"OUI",-2,,,,"POINT (1655919.5785764158 8186320.855024227)"
"Télégraphe",1854851,"EF",0,"OUI",99,,,,"POINT (1655827.1102141652 8186336.56216238)"
"Télégraphe",1854845,"EF",0,"NON",99,,,,"POINT (1655826.676821653 8186342.369776632)"
"Télégraphe",1854843,"EF",0,"NON",99,,,,"POINT (1655825.480740342 8186342.187715591)"
"Télégraphe",1854835,"EF",0,"NON",99,,,,"POINT (1655824.3833682677 8186342.094491783)"
"Télégraphe",1854833,"EF",0,"OUI",99,,,,"POINT (1655827.1103273104 8186336.562415946)"
"Télégraphe",1854831,"EF",0,"NON",99,,,,"POINT (1655826.3082492205 8186342.263178138)"
"Télégraphe",1854842,"EF",0,"NON",99,,,,"POINT (1655821.5098644895 8186338.809113136)"
"Télégraphe",1854852,"EF",0,"NON",-2,,,,"POINT (1655836.7960936036 8186313.1974040875)"
"Télégraphe",1854846,"EF",0,"NON",-2,,,,"POINT (1655834.3485750647 8186316.769522325)"
"Télégraphe",1854839,"EF",0,"NON",-2,,,,"POINT (1655821.1779862249 8186336.616812375)"
"Télégraphe",1854829,"EF",,"NON",-2,,,,"POINT (1655820.61482355 8186339.821476808)"
"Télégraphe",1854840,"EF",0,"NON",-2,,,,"POINT (1655828.1162161944 8186342.425867015)"
"Télégraphe",1854847,"EF",22,"OUI",0,,,,"POINT (1655900.9690905227 8186317.2148255035)"
"Télégraphe",1854855,"EF",22,"OUI",0,,,,"POINT (1655935.9308075497 8186321.440171624)"
"Télégraphe",1854830,"EF",23,"OUI",0,,,,"POINT (1655906.9785974422 8186335.0277823005)"
"Asnières - Gennevilliers Les Courtilles",1273688,"EF",10,"OUI",0,,,,"POINT (1647513.1155835078 8192547.841209394)"
"Asnières - Gennevilliers Les Courtilles",1273674,"EF",0,"NON",0,,,,"POINT (1647523.718134712 8192531.050545509)"
"Asnières - Gennevilliers Les Courtilles",1273677,"EF",11,"OUI",0,,,,"POINT (1647513.0682138028 8192548.759848417)"
"Asnières - Gennevilliers Les Courtilles",1273676,"EF",6,"NON",0,,,,"POINT (1647517.8800603736 8192551.273518099)"
"Asnières - Gennevilliers Les Courtilles",1273669,"EF",6,"NON",0,,,,"POINT (1647520.725881217 8192538.591997005)"
"Asnières - Gennevilliers Les Courtilles",1273668,"EF",,"NON",0,,,,"POINT (1647522.8036105249 8192533.568139282)"
"Asnières - Gennevilliers Les Courtilles",1273667,"EF",,"NON",0,,,,"POINT (1647530.8073201193 8192517.270440405)"
"Asnières - Gennevilliers Les Courtilles",1273666,"EF",11,"NON",0,,,,"POINT (1647529.4653547728 8192516.143362624)"
"Asnières - Gennevilliers Les Courtilles",1273665,"EF",10,"OUI",0,,,,"POINT (1647499.780651141 8192544.587004848)"
"Asnières - Gennevilliers Les Courtilles",1273664,"EF",8,"OUI",0,,,,"POINT (1647499.594407701 8192545.123317134)"
"Asnières - Gennevilliers Les Courtilles",1273663,"EF",11,"OUI",0,,,,"POINT (1647530.721135514 8192515.59618198)"
"Asnières - Gennevilliers Les Courtilles",1273662,"EF",7,"OUI",0,,,,"POINT (1647499.556881506 8192545.06230622)"
"Asnières - Gennevilliers Les Courtilles",1273661,"EF",9,"OUI",0,,,,"POINT (1647499.538358994 8192544.9772392735)"
"Asnières - Gennevilliers Les Courtilles",1273679,"EF",11,"OUI",0,,,,"POINT (1647499.3155878922 8192545.085949086)"
"Asnières - Gennevilliers Les Courtilles",1273692,"EF",10,"OUI",0,,,,"POINT (1647515.1412770245 8192524.289368237)"
"Asnières - Gennevilliers Les Courtilles",1273681,"EF",0,"NON",0,,,,"POINT (1647516.5243155677 8192525.193296554)"
"Asnières - Gennevilliers Les Courtilles",1273691,"EF",0,"OUI",0,,,,"POINT (1647518.470909322 8192528.815707019)"
"Asnières - Gennevilliers Les Courtilles",1273684,"EF",22,"OUI",0,,,,"POINT (1647519.463717633 8192534.092470867)"
"Asnières - Gennevilliers Les Courtilles",1273693,"EF",5,"NON",-2,,,,"POINT (1647529.1879412876 8192463.157865342)"
"Asnières - Gennevilliers Les Courtilles",1273675,"EF",17,"NON",-2,,,,"POINT (1647525.398178881 8192473.136732026)"
"Asnières - Gennevilliers Les Courtilles",1273687,"EF",17,"NON",-2,,,,"POINT (1647538.7018568036 8192477.912591163)"
"Asnières - Gennevilliers Les Courtilles",1273672,"EF",17,"NON",-2,,,,"POINT (1647553.4579277618 8192461.786631567)"
"Asnières - Gennevilliers Les Courtilles",1273689,"EF",6,"NON",-2,,,,"POINT (1647547.8566061745 8192464.554183081)"
"Asnières - Gennevilliers Les Courtilles",1273678,"EF",5,"NON",-2,,,,"POINT (1647542.2947071162 8192468.184580448)"
"Asnières - Gennevilliers Les Courtilles",1273682,"EF",11,"OUI",0,,,,"POINT (1647508.2616328164 8192525.89934116)"
"Asnières - Gennevilliers Les Courtilles",1273680,"EF",22,"OUI",0,,,,"POINT (1647504.93890321 8192529.502961595)"
"Asnières - Gennevilliers Les Courtilles",1273673,"EF",0,"OUI",0,,,,"POINT (1647510.749466674 8192525.538234243)"
"Asnières - Gennevilliers Les Courtilles",1273683,"EM",0,"OUI",-2,0,"M","Non","POINT (1647512.5728000116 8192508.947500912)"
"Asnières - Gennevilliers Les Courtilles",1273686,"EM",0,"OUI",-2,0,"M","Non","POINT (1647526.979900011 8192514.26460091)"
"Asnières - Gennevilliers Les Courtilles",1273690,"EF",0,"NON",99,,,,"POINT (1647518.560868875 8192551.5311453575)"
"Villejuif Léo Lagrange",1872052,"EF",21,"NON",0,,,,"POINT (1653561.2980956896 8176652.21276326)"
"Asnières - Gennevilliers Les Courtilles",1273685,"EF",10,"NON",0,,,,"POINT (1647515.6678997567 8192500.699302029)"
"Asnières - Gennevilliers Les Courtilles",1273670,"EF",10,"NON",0,,,,"POINT (1647514.5884782928 8192500.81763754)"
"Mairie de Montrouge",1611698,"EM",0,"NON",-1,,,,"POINT (1650023.5048860742 8180044.95039193)"
"Mairie de Montrouge",1611697,"EF",0,"OUI",-1,,,,"POINT (1649984.8614133247 8179939.228066381)"
"Mairie de Montrouge",1611695,"EM",0,"OUI",-1,,,,"POINT (1649986.7046159527 8179907.867347721)"
"Mairie de Montrouge",1611692,"EF",0,"NON",-1,,,,"POINT (1650053.1805975258 8180021.948070425)"
"Mairie de Montrouge",1611690,"EF",0,"OUI",-1,,,,"POINT (1650038.6953880782 8180013.013461785)"
"Mairie de Montrouge",1611689,"EF",0,"OUI",-1,,,,"POINT (1650005.516201722 8179930.95935209)"
"Mairie de Montrouge",1611688,"EF",0,"OUI",-1,,,,"POINT (1650002.6539528153 8179924.17231401)"
"Mairie de Montrouge",1611687,"EM",0,"OUI",-1,,,,"POINT (1650038.695054128 8180013.013296314)"
"Mairie de Montrouge",1611686,"EM",0,"OUI",-1,,,,"POINT (1649982.8589679443 8179934.242624146)"
"Mairie de Montrouge",1611685,"EF",0,"OUI",-1,,,,"POINT (1649981.8634732673 8179931.757488618)"
"Mairie de Montrouge",1611684,"EF",24,"OUI",-1,,,,"POINT (1649997.8660199319 8179895.135023484)"
"Mairie de Montrouge",1611681,"EM",0,"OUI",-1,,,,"POINT (1650003.3666978604 8179925.812954121)"
"Mairie de Montrouge",1611680,"EM",0,"OUI",-1,,,,"POINT (1650014.4115129607 8180022.919789214)"
"Mairie de Montrouge",1611679,"EF",0,"OUI",-1,,,,"POINT (1650055.9646687515 8180026.833338166)"
"Mairie de Montrouge",1611676,"EF",23,"OUI",-1,,,,"POINT (1650053.1018827392 8180028.735898647)"
"Mairie de Montrouge",1611675,"EM",0,"OUI",-1,,,,"POINT (1650046.11335342 8180013.940066786)"
"Mairie de Montrouge",1611674,"EF",0,"NON",-1,,,,"POINT (1649990.7785297 8179905.632334974)"
"Mairie de Montrouge",1611672,"EF",0,"NON",-1,,,,"POINT (1650059.634861866 8180020.39852587)"
"Mairie de Montrouge",1611671,"EF",0,"NON",-1,,,,"POINT (1650021.9260077605 8180041.127845902)"
"Mairie de Montrouge",1611670,"EM",0,"NON",-1,,,,"POINT (1650053.1803798492 8180021.948004385)"
"Mairie de Montrouge",1611666,"EF",0,"OUI",-1,,,,"POINT (1649986.852187283 8179907.799594851)"
"Mairie de Montrouge",1611665,"EF",0,"OUI",-1,,,,"POINT (1650014.4748551333 8180022.891947598)"
"Mairie de Montrouge",1611662,"EM",,"NON",-1,,,,"POINT (1650059.6347462675 8180020.402586641)"
"Mairie de Montrouge",1611663,"EF",17,"NON",-1,,,,"POINT (1650025.0797339135 8180060.218402167)"
"Mairie de Montrouge",1611668,"EF",0,"NON",-1,,,,"POINT (1650024.6873441297 8180047.828270206)"
"Mairie de Montrouge",1611700,"EF",0,"OUI",-1,,,,"POINT (1650000.5977946525 8179918.955954735)"
"Mairie de Montrouge",1611699,"EF",0,"OUI",-1,,,,"POINT (1650046.11335342 8180013.940066786)"
"Villejuif Léo Lagrange",1872051,"EF",19,"NON",0,,,,"POINT (1653559.7946127255 8176566.8464539945)"
"Villejuif Léo Lagrange",1872049,"EF",9,"NON",0,,,,"POINT (1653561.4105861455 8176571.678578474)"
"Mairie de Montrouge",1611664,"EF",23,"OUI",0,,,,"POINT (1650052.4597426467 8180026.347497198)"
"Mairie de Montrouge",1611691,"EF",22,"NON",0,,,,"POINT (1650019.046421858 8180058.073793218)"
"Mairie de Montrouge",1611696,"EF",5,"NON",0,,,,"POINT (1650044.9490813585 8180001.074006088)"
"Mairie de Montrouge",1611694,"EF",20,"NON",0,,,,"POINT (1650043.596520536 8180005.902906196)"
"Mairie de Montrouge",1611683,"EF",16,"NON",0,,,,"POINT (1650040.1383053318 8180005.448806002)"
"Mairie de Montrouge",1611678,"EF",23,"NON",0,,,,"POINT (1650005.7412030182 8179893.359701565)"
"Mairie de Montrouge",1611673,"EF",25,"NON",0,,,,"POINT (1649996.5608621116 8179905.284339356)"
"Mairie de Montrouge",1611701,"EM",0,"OUI",0,,,,"POINT (1650055.545351598 8180011.704905572)"
"Mairie de Montrouge",1611677,"EF",0,"OUI",0,,,,"POINT (1650061.2287255472 8180010.345860724)"
"Mairie de Montrouge",1611669,"EF",0,"OUI",0,,,,"POINT (1650055.545351598 8180011.704905572)"
"Mairie de Montrouge",1611661,"EM",,"NON",0,,,,"POINT (1650062.5251701828 8180007.84628824)"
"Mairie de Montrouge",1611659,"EM",,"OUI",0,,,,"POINT (1650061.2301555623 8180010.363819445)"
"Mairie de Montrouge",1611693,"EF",0,"OUI",0,,,,"POINT (1650039.1653946887 8180069.425922368)"
"Mairie de Montrouge",1611682,"EM",0,"OUI",0,,,,"POINT (1650039.1653946887 8180069.425922368)"
"Mairie de Montrouge",1611660,"EM",,"NON",0,,,,"POINT (1650041.9162337054 8180075.967773404)"
"Mairie de Montrouge",1611667,"EF",0,"NON",0,,,,"POINT (1650041.9162390416 8180075.9677720545)"
"Balard",1297269,"EF",19,"OUI",0,,,,"POINT (1647028.07988066 8182002.054345818)"
"Croix de Chavaux",100031254,"EF",18,"OUI",0,,,,"POINT (1658584.827332339 8184372.67881045)"
"Saint-Denis - Porte de Paris",1805894,"EF",11,"NON",-1,,,,"POINT (1652883.8625974392 8192325.992836145)"
"Saint-Denis - Porte de Paris",1805886,"EF",11,"OUI",-1,,,,"POINT (1652876.8257186909 8192328.191685225)"
"Saint-Denis - Porte de Paris",1805895,"EF",6,"OUI",-2,,,,"POINT (1652814.0094772885 8192416.549080505)"
"Saint-Denis - Porte de Paris",1805891,"EF",24,"OUI",-2,,,,"POINT (1652847.0150615147 8192409.903496531)"
"Saint-Denis - Porte de Paris",1805889,"EF",24,"OUI",-2,,,,"POINT (1652827.9825949057 8192415.068795541)"
"Saint-Denis - Porte de Paris",1805883,"EF",24,"OUI",-2,,,,"POINT (1652822.970268876 8192397.528357763)"
"Saint-Denis - Porte de Paris",1805881,"EF",24,"OUI",-3,,,,"POINT (1652815.0732905846 8192369.95711687)"
"Saint-Denis - Porte de Paris",1805887,"EF",24,"OUI",-3,,,,"POINT (1652834.2838543886 8192367.220693617)"
"Saint-Denis - Porte de Paris",1805882,"EM",0,"OUI",-3,-2,"M","Non","POINT (1652835.2227000075 8192361.724700909)"
"Saint-Denis - Porte de Paris",1805888,"EF",22,"OUI",0,,,,"POINT (1652877.1175658563 8192321.577607137)"
"Saint-Denis - Porte de Paris",1805893,"EF",13,"NON",0,,,,"POINT (1652862.4106964564 8192408.466558335)"
"Saint-Denis - Porte de Paris",1805892,"EM",0,"NON",0,-1,"M","Non","POINT (1652865.182500005 8192411.17920091)"
"Saint-Denis - Porte de Paris",1805884,"EF",12,"NON",0,,,,"POINT (1652858.0319999629 8192408.581850252)"
"Saint-Denis - Porte de Paris",1805880,"EM",,"NON",0,,,,"POINT (1652866.4341000076 8192411.370200906)"
"Saint-Denis - Porte de Paris",1805890,"EF",16,"OUI",0,,,,"POINT (1652823.0289464716 8192434.195625995)"
"Boulogne Jean Jaurès",1332265,"EF",24,"OUI",0,,,,"POINT (1644230.0015583625 8182738.495971164)"
"Boulogne Jean Jaurès",1332263,"EF",8,"OUI",0,,,,"POINT (1644228.3663770135 8182745.859145854)"
"Boulogne Jean Jaurès",1332262,"EF",13,"OUI",0,,,,"POINT (1644231.24819567 8182744.191969472)"
"Boulogne Jean Jaurès",1332264,"EF",22,"OUI",-1,,,,"POINT (1644154.6334079506 8182716.584786853)"
"Croix de Chavaux",100031253,"EF",21,"OUI",0,,,,"POINT (1658584.16416226 8184340.008685596)"
"Boulogne Jean Jaurès",1332269,"EF",5,"OUI",-1,,,,"POINT (1644139.5279462475 8182702.602182736)"
"Boulogne Jean Jaurès",1332267,"EF",0,"OUI",-2,,,,"POINT (1644157.6933751628 8182717.422053268)"
"Boulogne Jean Jaurès",1332261,"EF",0,"OUI",-2,,,,"POINT (1644227.459144325 8182737.323384728)"
"Boulogne Jean Jaurès",1332268,"EF",24,"OUI",0,,,,"POINT (1644129.2095082763 8182727.897637882)"
"Boulogne Jean Jaurès",1332266,"EF",19,"OUI",0,,,,"POINT (1644140.4223037749 8182697.042384538)"
"Saint-Denis - Université",1820973,"EF",21,"OUI",-1,,,,"POINT (1653458.6207955768 8194166.659373601)"
"Saint-Denis - Université",1820966,"EF",11,"OUI",-1,,,,"POINT (1653453.4416954047 8194165.211232377)"
"Saint-Denis - Université",1820968,"EM",0,"OUI",-1,-1,"M","Non","POINT (1653474.9243000078 8194171.191200904)"
"Saint-Denis - Université",1820970,"EF",11,"OUI",-1,,,,"POINT (1653454.6062657728 8194178.579658344)"
"Saint-Denis - Université",1820965,"EF",21,"OUI",-1,,,,"POINT (1653459.8060308443 8194180.030228661)"
"Saint-Denis - Université",1820971,"EF",22,"OUI",-2,,,,"POINT (1653488.1595913474 8194174.905410779)"
"Saint-Denis - Université",1820969,"EF",11,"OUI",-2,,,,"POINT (1653494.085010221 8194176.55600886)"
"Saint-Denis - Université",1820972,"EF",11,"OUI",-1,,,,"POINT (1653477.253342178 8194184.895714971)"
"Saint-Denis - Université",1820967,"EF",22,"OUI",-1,,,,"POINT (1653471.3554363633 8194183.2520731725)"
"Porte de Clichy",1743786,"EF",23,"OUI",-1,,,,"POINT (1649726.2536388114 8188497.647427018)"
"Porte de Clichy",1743793,"EF",11,"NON",-3,,,,"POINT (1649665.9052358558 8188463.243648004)"
"Porte de Clichy",1743797,"EF",19,"OUI",-3,,,,"POINT (1649664.062537475 8188458.146745907)"
"Porte de Clichy",1743791,"EF",20,"OUI",-2,,,,"POINT (1649692.5595342345 8188519.56038951)"
"Porte de Clichy",1743789,"EF",5,"NON",-2,,,,"POINT (1649682.2019666818 8188521.61477757)"
"Porte de Clichy",1743798,"EF",10,"OUI",-2,,,,"POINT (1649694.7291069608 8188514.183927492)"
"Porte de Clichy",1743785,"EF",4,"OUI",-2,,,,"POINT (1649696.273409278 8188512.803083419)"
"Porte de Clichy",1743790,"EF",16,"OUI",-2,,,,"POINT (1649661.56156722 8188459.809087778)"
"Porte de Clichy",1743787,"EF",23,"OUI",0,,,,"POINT (1649719.5093132926 8188486.634049631)"
"Porte de Clichy",1743800,"EF",21,"OUI",0,,,,"POINT (1649672.3928488633 8188460.914593917)"
"Porte de Clichy",1743794,"EF",23,"OUI",0,,,,"POINT (1649697.9287365256 8188531.970421212)"
"Porte de Clichy",1743788,"EM",0,"NON",0,-1,"M","Non","POINT (1649696.4788000071 8188534.475800919)"
"Porte de Clichy",1743784,"EM",,"NON",0,,,,"POINT (1649694.59812206 8188534.607930696)"
"Porte de Clichy",1743796,"EF",23,"OUI",0,,,,"POINT (1649705.382330569 8188531.056037452)"
"La Motte-Picquet - Grenelle",1566848,"EM",0,"NON",0,2,"M","Non","POINT (1648571.2639000055 8183415.151600934)"
"La Motte-Picquet - Grenelle",1566865,"EM",0,"NON",2,2,"M","Non","POINT (1648565.7437000063 8183405.835300934)"
"La Motte-Picquet - Grenelle",1566856,"EM",0,"OUI",-1,-1,"M","Non","POINT (1648549.2102000054 8183511.7273009345)"
"La Motte-Picquet - Grenelle",1566872,"EF",9,"OUI",0,,,,"POINT (1648526.25892881 8183424.817032493)"
"La Motte-Picquet - Grenelle",1566866,"EF",9,"OUI",0,,,,"POINT (1648529.1993445007 8183425.8475438915)"
"La Motte-Picquet - Grenelle",1566839,"EF",9,"OUI",0,,,,"POINT (1648531.92941629 8183431.538944051)"
"La Motte-Picquet - Grenelle",1566858,"EF",9,"OUI",0,,,,"POINT (1648530.8910665049 8183434.47950782)"
"La Motte-Picquet - Grenelle",1566855,"EF",0,"OUI",-1,,,,"POINT (1648512.9589362363 8183443.1066391785)"
"La Motte-Picquet - Grenelle",1566842,"EF",12,"OUI",-1,,,,"POINT (1648508.4850589696 8183433.443512826)"
"La Motte-Picquet - Grenelle",1566859,"EF",0,"NON",-1,,,,"POINT (1648524.213424541 8183429.15082843)"
"La Motte-Picquet - Grenelle",1566853,"EF",13,"NON",-1,,,,"POINT (1648523.3967615005 8183427.697629472)"
"La Motte-Picquet - Grenelle",1566864,"EM",0,"OUI",-1,0,"M","Non","POINT (1648546.5084000092 8183421.059700936)"
"La Motte-Picquet - Grenelle",1566849,"EF",19,"OUI",-1,,,,"POINT (1648542.8141923768 8183422.408785563)"
"La Motte-Picquet - Grenelle",1566869,"EF",0,"OUI",-1,,,,"POINT (1648545.6461802402 8183423.367097388)"
"La Motte-Picquet - Grenelle",1566868,"EF",8,"OUI",-1,,,,"POINT (1648623.0397554182 8183621.456189304)"
"La Motte-Picquet - Grenelle",1566838,"EF",11,"OUI",-2,,,,"POINT (1648615.1594441307 8183592.800679341)"
"La Motte-Picquet - Grenelle",1566837,"EF",10,"OUI",-2,,,,"POINT (1648618.5441285882 8183600.364655237)"
"La Motte-Picquet - Grenelle",1566843,"EF",23,"OUI",-1,,,,"POINT (1648513.5320685701 8183511.205259402)"
"La Motte-Picquet - Grenelle",1566879,"EF",19,"OUI",-1,,,,"POINT (1648538.4717130223 8183515.121045154)"
"La Motte-Picquet - Grenelle",1566873,"EF",6,"OUI",-1,,,,"POINT (1648535.0098017014 8183511.589765183)"
"La Motte-Picquet - Grenelle",1566874,"EF",19,"OUI",-1,,,,"POINT (1648605.0935055683 8183605.097775369)"
"La Motte-Picquet - Grenelle",1566867,"EF",18,"OUI",1,,,,"POINT (1648520.0455274384 8183439.724918295)"
"La Motte-Picquet - Grenelle",1566841,"EF",17,"OUI",1,,,,"POINT (1648514.2586602774 8183442.536076948)"
"La Motte-Picquet - Grenelle",1566847,"EF",17,"OUI",1,,,,"POINT (1648509.5793616693 8183432.778605939)"
"La Motte-Picquet - Grenelle",1566844,"EF",18,"OUI",1,,,,"POINT (1648515.4405900622 8183430.018514133)"
"La Motte-Picquet - Grenelle",1566863,"EF",24,"OUI",-3,,,,"POINT (1648519.8978535603 8183495.912111924)"
"La Motte-Picquet - Grenelle",1566857,"EF",25,"OUI",-3,,,,"POINT (1648526.4260727707 8183502.371216091)"
"La Motte-Picquet - Grenelle",1566877,"EF",22,"OUI",-2,,,,"POINT (1648594.8826577088 8183592.198751176)"
"La Motte-Picquet - Grenelle",1566851,"EF",17,"OUI",-3,,,,"POINT (1648556.465290334 8183533.66570222)"
"La Motte-Picquet - Grenelle",1566846,"EF",6,"OUI",-3,,,,"POINT (1648546.9238483682 8183523.813094151)"
"La Motte-Picquet - Grenelle",1566870,"EF",25,"OUI",-3,,,,"POINT (1648529.3774974265 8183505.912016855)"
"La Motte-Picquet - Grenelle",1566850,"EF",24,"OUI",-3,,,,"POINT (1648534.9338750967 8183511.603710225)"
"La Motte-Picquet - Grenelle",1566854,"EF",17,"OUI",-3,,,,"POINT (1648561.9546816712 8183539.408067637)"
"La Motte-Picquet - Grenelle",1566862,"EF",17,"OUI",1,,,,"POINT (1648513.125401467 8183437.081137418)"
"La Motte-Picquet - Grenelle",1566875,"EF",20,"OUI",0,,,,"POINT (1648495.7081484084 8183492.466861921)"
"La Motte-Picquet - Grenelle",1566878,"EM",0,"OUI",0,-1,"M","Non","POINT (1648510.1174000066 8183474.678800937)"
"La Motte-Picquet - Grenelle",1566861,"EF",20,"OUI",0,,,,"POINT (1648511.0887651097 8183477.505515613)"
"La Motte-Picquet - Grenelle",1566876,"EF",21,"OUI",0,,,,"POINT (1648518.5641042711 8183483.819474085)"
"La Motte-Picquet - Grenelle",1566871,"EF",19,"OUI",0,,,,"POINT (1648635.4946689215 8183633.51947593)"
"Saint-Maur - Créteil",1832735,"EF",0,"OUI",2,,,,"POINT (1661269.7475864373 8178576.217812313)"
"Saint-Maur - Créteil",1832730,"EF",0,"OUI",2,,,,"POINT (1661276.4401905024 8178572.740592025)"
"Saint-Maur - Créteil",1832722,"EM",,"OUI",2,,,,"POINT (1661268.9464133673 8178575.460584511)"
"Saint-Maur - Créteil",1832721,"EM",,"OUI",2,,,,"POINT (1661269.518035286 8178576.624527969)"
"Saint-Maur - Créteil",1832720,"EM",,"OUI",2,,,,"POINT (1661272.025225512 8178575.811530961)"
"Saint-Maur - Créteil",1832719,"EM",,"OUI",2,,,,"POINT (1661271.503152973 8178576.0831417795)"
"Saint-Maur - Créteil",1832718,"EM",,"OUI",2,,,,"POINT (1661275.504100006 8178573.238450949)"
"Saint-Maur - Créteil",1832717,"EM",,"OUI",2,,,,"POINT (1661272.5387490408 8178576.157116862)"
"Saint-Maur - Créteil",1832716,"EM",,"OUI",2,,,,"POINT (1661280.6652014344 8178570.498535224)"
"Saint-Maur - Créteil",1832732,"EF",19,"OUI",0,,,,"POINT (1661288.9796829757 8178589.451134293)"
"Saint-Maur - Créteil",1832731,"EF",20,"OUI",0,,,,"POINT (1661282.3304119732 8178592.970593361)"
"Saint-Maur - Créteil",1832729,"EF",,"NON",2,,,,"POINT (1661384.3821071708 8178529.3614632)"
"Saint-Maur - Créteil",1832727,"EF",,"NON",2,,,,"POINT (1661181.6762465413 8178635.211956846)"
"Saint-Maur - Créteil",1832726,"EF",5,"NON",2,,,,"POINT (1661277.801821448 8178574.759385064)"
